# Option 4. Preprocessing description: ordinal encoding only, imputing, no cutoff
age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y 
56,5.0,1.0,0.0,0,1,0,0,6,3,30,-1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
35,1.0,1.0,3.0,0,1,1,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
24,10.0,2.0,6.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
39,1.0,1.0,0.0,0,0,0,1,5,4,1,-1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
28,0.0,2.0,3.0,0,1,0,1,5,2,4,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
44,9.0,1.0,6.0,0,1,0,1,8,2,1,-1,0,0,1.4,93.444,-36.1,4.968,5228.1,0
52,6.0,1.0,6.0,0,1,0,1,8,2,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
45,1.0,2.0,0.0,0,1,1,1,7,2,3,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
46,1.0,1.0,2.0,0,1,0,1,8,3,2,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
44,9.0,1.0,5.0,0,0,0,0,6,4,1,-1,0,0,1.4,94.465,-41.8,4.958,5228.1,0
46,2.0,2.0,5.0,0,1,0,0,11,4,1,-1,0,0,-0.1,93.2,-42.0,3.879,5195.8,0
57,4.0,0.0,6.0,0,1,1,1,11,4,2,-1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
34,1.0,1.0,2.0,0,0,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,9.0,1.0,5.0,0,0,0,1,8,1,4,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
40,1.0,1.0,2.0,0,1,0,0,5,3,3,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
37,2.0,1.0,6.0,0,1,0,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
36,6.0,1.0,5.0,0,0,0,0,6,5,3,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,9.0,1.0,3.0,0,0,0,0,6,4,3,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,1.0,1.0,1.0,0,1,0,0,7,4,1,-1,0,0,1.4,93.918,-42.7,4.966,5228.1,0
32,1.0,1.0,2.0,0,1,1,1,5,3,1,-1,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
51,9.0,1.0,6.0,0,1,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1.0,1.0,0.0,0,1,0,0,5,5,2,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
35,0.0,2.0,6.0,0,1,1,1,8,1,3,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
30,1.0,2.0,6.0,0,1,1,1,3,5,2,-1,0,0,-1.8,92.843,-50.0,1.531,5099.1,0
32,1.0,1.0,2.0,0,1,1,1,8,5,1,-1,0,0,-2.9,92.201,-31.4,0.869,5076.2,0
25,3.0,2.0,3.0,0,0,0,1,7,3,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
29,0.0,2.0,6.0,0,1,0,1,6,1,4,-1,0,0,-2.9,92.963,-40.8,1.281,5076.2,0
32,9.0,2.0,6.0,0,1,0,1,11,4,1,-1,1,-1,-0.1,93.2,-42.0,4.076,5195.8,0
44,0.0,2.0,2.0,0,0,0,1,7,1,2,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
33,0.0,1.0,6.0,0,1,0,1,8,3,2,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
25,0.0,2.0,6.0,0,1,1,0,10,4,1,-1,0,0,-3.4,92.431,-26.9,0.74,5017.5,0
42,1.0,1.0,0.0,0,0,0,1,5,1,2,-1,1,-1,-1.8,92.893,-46.2,1.299,5099.1,0
43,9.0,1.0,2.0,0,0,0,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,9.0,1.0,5.0,0,0,0,1,8,5,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
43,1.0,1.0,0.0,0,0,0,1,5,5,3,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
45,0.0,1.0,3.0,0,0,1,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
51,9.0,1.0,5.0,0,1,0,1,9,1,2,-1,2,-1,-1.1,94.199,-37.5,0.882,4963.6,1
58,5.0,1.0,6.0,0,1,0,1,3,1,2,-1,1,-1,-1.8,93.369,-34.8,0.646,5008.7,0
51,0.0,1.0,2.0,0,0,0,0,5,5,5,-1,0,0,1.1,93.994,-36.4,4.864,5191.0,0
50,1.0,1.0,0.0,0,1,0,1,8,2,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
37,7.0,1.0,3.0,0,0,0,0,6,5,4,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,7.0,0.0,3.0,0,0,0,1,11,3,2,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
46,6.0,1.0,2.0,0,1,1,0,5,1,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,10.0,1.0,0.0,0,1,0,0,5,5,19,-1,0,0,1.1,93.994,-36.4,4.864,5191.0,0
50,0.0,1.0,3.0,0,0,0,0,5,3,5,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
27,1.0,1.0,2.0,0,1,1,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
36,0.0,1.0,6.0,0,0,0,1,10,3,1,-1,0,0,-3.4,92.431,-26.9,0.735,5017.5,1
56,2.0,1.0,6.0,0,1,0,1,7,4,2,-1,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
37,6.0,1.0,5.0,0,1,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
74,5.0,1.0,2.0,0,1,0,1,10,4,2,6,1,1,-3.4,92.431,-26.9,0.74,5017.5,1
54,7.0,0.0,3.0,0,0,0,1,10,3,1,-1,1,-1,-1.1,94.601,-49.5,1.016,4963.6,0
35,9.0,1.0,5.0,0,0,0,1,8,1,1,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
34,1.0,2.0,2.0,0,1,0,1,5,2,1,-1,1,-1,-1.8,92.893,-46.2,1.291,5099.1,0
35,9.0,1.0,2.0,0,0,0,1,5,2,1,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
45,7.0,2.0,3.0,0,0,0,1,4,5,1,6,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
59,1.0,1.0,2.0,0,0,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
53,1.0,1.0,0.0,0,1,0,0,7,5,1,-1,0,0,1.4,93.918,-42.7,4.959,5228.1,0
74,5.0,1.0,3.0,0,1,0,1,8,4,1,-1,1,-1,-2.9,92.201,-31.4,0.883,5076.2,1
30,0.0,1.0,6.0,0,1,0,1,8,1,2,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
30,9.0,0.0,3.0,0,0,0,1,8,4,4,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
44,9.0,0.0,3.0,0,0,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
34,1.0,1.0,0.0,0,1,1,1,4,4,1,-1,0,0,-1.8,93.075,-47.1,1.406,5099.1,0
36,4.0,1.0,6.0,0,0,0,1,3,4,1,-1,2,-1,-1.8,93.369,-34.8,0.654,5008.7,1
43,7.0,2.0,3.0,0,0,0,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
58,2.0,1.0,6.0,0,0,0,0,7,3,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
45,1.0,1.0,2.0,0,1,0,1,4,2,4,-1,0,0,-1.8,93.075,-47.1,1.423,5099.1,0
38,9.0,1.0,5.0,0,1,0,0,6,1,2,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,1
40,9.0,1.0,2.0,0,1,0,0,6,2,2,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
52,4.0,1.0,6.0,0,1,0,1,11,2,1,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,1
41,0.0,1.0,6.0,0,0,0,1,4,5,1,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
34,3.0,1.0,6.0,0,0,1,1,8,4,2,6,1,1,-2.9,92.201,-31.4,0.873,5076.2,0
31,9.0,2.0,6.0,0,1,0,1,5,4,4,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
36,9.0,1.0,6.0,0,1,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
46,3.0,0.0,0.0,0,1,0,1,7,2,1,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
36,1.0,1.0,2.0,0,0,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
28,1.0,2.0,2.0,0,0,1,1,7,3,2,-1,0,0,1.4,93.918,-42.7,4.957,5228.1,0
32,9.0,1.0,3.0,0,0,0,1,8,3,2,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
32,0.0,2.0,3.0,0,1,0,1,7,3,4,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
34,7.0,1.0,3.0,0,0,0,0,7,4,1,-1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
26,9.0,1.0,5.0,0,0,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
56,9.0,1.0,0.0,0,0,0,1,10,4,1,6,1,1,-3.4,92.431,-26.9,0.733,5017.5,1
49,0.0,0.0,6.0,0,0,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
40,1.0,2.0,2.0,0,0,1,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,1.0,1.0,2.0,0,1,0,0,6,2,4,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,9.0,1.0,5.0,0,1,0,0,5,3,4,-1,0,0,-1.8,92.893,-46.2,1.27,5099.1,0
24,0.0,1.0,6.0,0,1,0,1,7,3,2,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
43,2.0,1.0,3.0,0,1,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
28,9.0,1.0,6.0,0,0,0,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
48,10.0,2.0,0.0,0,1,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
29,1.0,2.0,2.0,0,1,0,1,5,3,1,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
46,9.0,0.0,5.0,0,1,0,1,11,4,2,-1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
55,7.0,1.0,2.0,0,1,0,1,12,3,1,6,1,1,-3.0,92.713,-33.0,0.715,5023.5,1
34,9.0,1.0,3.0,0,0,0,1,8,1,8,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
51,2.0,2.0,2.0,0,0,1,1,5,3,1,-1,1,-1,-1.8,92.893,-46.2,1.334,5099.1,0
37,7.0,1.0,3.0,0,1,0,1,7,2,7,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
43,7.0,1.0,3.0,0,1,0,0,5,3,4,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
38,1.0,1.0,0.0,0,0,0,0,6,3,2,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,2.0,2.0,2.0,0,0,0,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
30,0.0,2.0,6.0,0,1,0,1,8,1,12,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
26,8.0,2.0,6.0,0,1,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
47,9.0,2.0,5.0,0,0,0,0,6,5,1,-1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
38,4.0,1.0,6.0,0,1,0,0,5,1,6,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,6.0,1.0,5.0,0,1,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
27,0.0,2.0,3.0,0,1,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
48,3.0,1.0,1.0,0,1,1,0,5,2,4,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,0.0,2.0,6.0,0,0,1,1,5,3,2,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
31,0.0,2.0,3.0,0,1,0,1,6,4,1,-1,0,0,-2.9,92.963,-40.8,1.26,5076.2,0
27,6.0,2.0,6.0,0,0,0,0,6,5,2,-1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
50,4.0,0.0,6.0,0,1,0,1,11,5,11,-1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
58,1.0,1.0,1.0,0,1,0,1,8,2,3,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
33,9.0,2.0,3.0,0,0,0,0,5,2,5,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
30,9.0,2.0,3.0,0,1,0,1,5,3,3,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
37,9.0,1.0,6.0,0,1,1,1,8,1,4,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
47,4.0,1.0,6.0,0,0,0,0,5,3,3,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
34,1.0,1.0,2.0,0,0,0,1,5,5,4,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
36,1.0,1.0,0.0,0,1,0,0,6,4,1,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
43,6.0,1.0,2.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
28,9.0,1.0,2.0,0,0,0,1,4,4,1,-1,0,0,-1.8,93.075,-47.1,1.41,5099.1,0
20,2.0,2.0,3.0,0,0,0,0,5,4,3,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
35,9.0,1.0,6.0,0,0,0,0,6,2,1,-1,0,0,1.4,94.465,-41.8,4.864,5228.1,0
30,2.0,0.0,1.0,0,0,1,1,5,4,1,-1,1,-1,-1.8,92.893,-46.2,1.327,5099.1,0
36,4.0,1.0,6.0,0,0,0,1,11,3,2,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
82,5.0,1.0,6.0,0,0,0,1,9,1,3,3,4,1,-1.1,94.199,-37.5,0.879,4963.6,0
43,1.0,1.0,1.0,0,0,0,0,5,5,3,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
33,0.0,0.0,6.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,1.0,1.0,0.0,0,1,1,1,4,1,4,-1,1,-1,-1.8,93.075,-47.1,1.405,5099.1,0
43,0.0,2.0,3.0,0,0,0,1,11,3,1,-1,1,-1,-0.1,93.2,-42.0,4.12,5195.8,1
29,0.0,2.0,2.0,0,0,0,0,5,5,3,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
42,1.0,1.0,2.0,0,1,1,0,6,5,1,-1,0,0,1.4,94.465,-41.8,4.947,5228.1,0
32,9.0,2.0,6.0,0,0,0,1,8,1,7,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
40,0.0,0.0,5.0,0,0,0,0,5,5,18,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
34,9.0,1.0,5.0,0,0,0,1,6,4,1,-1,0,0,-2.9,92.963,-40.8,1.26,5076.2,0
32,4.0,2.0,6.0,0,1,0,1,8,4,1,-1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
42,1.0,1.0,0.0,0,1,0,1,4,4,2,-1,2,-1,-1.8,93.075,-47.1,1.41,5099.1,0
36,0.0,1.0,6.0,0,0,1,1,5,1,1,-1,0,0,-1.8,92.893,-46.2,1.264,5099.1,0
32,0.0,1.0,6.0,0,1,0,0,11,5,1,-1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
57,0.0,1.0,6.0,0,0,0,1,7,4,15,-1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
30,0.0,1.0,6.0,0,1,0,0,5,5,2,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
46,3.0,1.0,0.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,1
46,1.0,1.0,5.0,0,1,0,1,5,3,1,-1,0,0,-1.8,93.876,-40.0,0.697,5008.7,1
27,4.0,2.0,5.0,0,1,0,1,11,2,1,3,1,1,-3.4,92.649,-30.1,0.716,5017.5,1
43,9.0,1.0,5.0,0,0,0,0,6,4,2,-1,0,0,1.4,94.465,-41.8,4.866,5228.1,0
24,9.0,1.0,5.0,0,1,0,1,5,1,4,-1,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
31,4.0,1.0,6.0,0,1,0,1,8,1,2,-1,0,0,-2.9,92.201,-31.4,0.821,5076.2,0
38,4.0,1.0,6.0,0,0,0,0,5,5,2,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
55,2.0,0.0,6.0,0,0,0,1,11,5,1,-1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
48,4.0,1.0,2.0,0,1,0,1,11,2,1,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
32,2.0,0.0,6.0,0,0,0,1,7,5,16,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
33,0.0,1.0,3.0,0,1,0,1,11,2,2,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
58,5.0,1.0,6.0,0,0,0,1,8,4,5,-1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
28,1.0,2.0,2.0,0,1,0,1,4,4,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
29,0.0,2.0,6.0,0,0,0,1,4,4,2,-1,0,0,-1.8,93.075,-47.1,1.41,5099.1,1
34,4.0,1.0,6.0,0,1,0,1,11,3,1,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
56,0.0,1.0,6.0,0,0,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
24,6.0,2.0,6.0,0,0,1,1,7,4,2,-1,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
43,0.0,2.0,6.0,0,1,0,0,11,5,1,-1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
28,8.0,2.0,6.0,0,1,0,1,5,5,3,3,2,1,-1.8,93.876,-40.0,0.695,5008.7,1
43,0.0,1.0,6.0,0,1,0,0,5,5,2,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,1
46,1.0,0.0,2.0,0,0,0,1,7,1,2,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
56,4.0,1.0,2.0,0,1,0,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
37,1.0,2.0,2.0,0,1,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,1.0,2.0,2.0,0,0,0,0,5,5,5,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,7.0,1.0,3.0,0,1,1,1,4,5,2,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
44,1.0,1.0,1.0,0,1,0,0,4,4,2,-1,1,-1,-1.8,93.075,-47.1,1.41,5099.1,0
30,0.0,2.0,6.0,0,1,1,0,11,5,1,-1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
54,5.0,0.0,0.0,0,1,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
31,0.0,2.0,6.0,0,0,0,1,8,2,2,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
37,7.0,2.0,3.0,0,0,1,1,7,2,2,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
36,0.0,1.0,3.0,0,1,1,0,6,5,4,-1,0,0,1.4,94.465,-41.8,4.947,5228.1,0
31,0.0,0.0,3.0,0,0,0,0,5,1,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
25,8.0,2.0,3.0,0,0,0,1,4,3,1,-1,0,0,-1.8,93.075,-47.1,1.415,5099.1,0
26,8.0,2.0,3.0,0,1,0,1,5,2,2,-1,1,-1,-1.8,92.893,-46.2,1.266,5099.1,0
39,8.0,2.0,3.0,0,1,0,0,8,5,2,-1,0,0,-2.9,92.201,-31.4,0.849,5076.2,0
46,0.0,0.0,6.0,0,1,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
38,2.0,1.0,0.0,0,1,1,1,11,2,1,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
51,0.0,0.0,6.0,0,1,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
50,1.0,1.0,0.0,0,0,1,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
38,1.0,0.0,2.0,0,1,0,1,5,3,3,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
45,3.0,0.0,0.0,0,0,0,1,7,5,1,-1,0,0,1.4,93.918,-42.7,4.957,5228.1,1
44,9.0,2.0,5.0,0,1,0,1,8,3,1,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
35,1.0,1.0,2.0,0,1,0,0,6,5,3,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,4.0,1.0,6.0,0,0,0,0,6,5,1,-1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
40,0.0,2.0,3.0,0,1,0,0,11,4,2,-1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
41,7.0,1.0,3.0,0,1,1,1,5,3,8,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
40,4.0,1.0,1.0,0,0,0,1,11,1,1,-1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
57,7.0,0.0,3.0,0,1,0,0,5,3,3,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
33,10.0,2.0,6.0,0,0,1,0,6,1,13,-1,0,0,1.4,94.465,-41.8,4.865,5228.1,0
47,7.0,0.0,3.0,0,1,0,1,8,2,2,-1,1,-1,-1.7,94.027,-38.3,0.899,4991.6,1
26,0.0,2.0,3.0,0,0,0,0,6,3,2,-1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
38,9.0,1.0,5.0,0,1,1,1,7,5,2,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
35,4.0,1.0,6.0,0,1,0,1,8,3,1,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
37,9.0,2.0,5.0,0,1,0,1,5,4,2,-1,1,-1,-1.8,92.893,-46.2,1.266,5099.1,0
32,0.0,2.0,6.0,0,0,0,0,6,4,4,-1,0,0,1.4,94.465,-41.8,4.958,5228.1,0
43,1.0,2.0,5.0,0,1,0,0,6,2,2,-1,0,0,1.4,94.465,-41.8,4.864,5228.1,0
53,5.0,1.0,3.0,0,1,0,0,5,4,5,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
38,6.0,1.0,5.0,0,0,0,1,11,2,2,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,1
34,9.0,1.0,6.0,0,0,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
56,0.0,1.0,2.0,0,1,0,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
58,0.0,2.0,6.0,0,0,1,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
41,0.0,1.0,6.0,0,1,0,1,4,5,6,-1,0,0,-1.8,93.749,-34.6,0.644,5008.7,1
28,0.0,1.0,6.0,0,0,0,0,5,5,3,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
85,5.0,1.0,0.0,0,0,0,1,4,1,1,-1,0,0,-1.8,93.075,-47.1,1.392,5099.1,0
49,1.0,1.0,2.0,0,0,0,1,3,1,1,3,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
43,4.0,1.0,6.0,0,1,0,0,4,5,4,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
50,6.0,1.0,2.0,0,1,0,1,8,4,7,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
36,4.0,1.0,6.0,0,0,0,1,5,4,2,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
26,9.0,1.0,1.0,0,1,0,0,5,5,1,-1,0,0,1.1,93.994,-36.4,4.864,5191.0,0
30,0.0,2.0,6.0,0,0,1,1,11,4,3,-1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
56,7.0,1.0,3.0,0,1,1,1,7,5,4,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
41,9.0,1.0,5.0,0,0,0,0,5,1,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
47,1.0,0.0,2.0,0,1,0,0,5,5,3,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
26,1.0,1.0,2.0,0,0,0,0,7,2,2,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
43,0.0,1.0,6.0,0,1,0,0,6,2,6,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,9.0,0.0,5.0,0,0,0,1,7,1,2,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
34,2.0,2.0,6.0,0,1,0,1,11,1,2,-1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
30,0.0,1.0,6.0,0,0,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
36,2.0,1.0,3.0,0,1,1,1,11,1,3,-1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
34,10.0,1.0,0.0,0,1,0,1,11,3,1,-1,1,-1,-0.1,93.2,-42.0,4.12,5195.8,0
41,7.0,0.0,2.0,0,0,0,0,6,4,1,-1,0,0,1.4,94.465,-41.8,4.958,5228.1,0
41,3.0,1.0,0.0,0,1,0,1,8,4,1,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
50,1.0,1.0,0.0,0,0,0,1,8,1,2,15,1,1,-2.9,92.201,-31.4,0.861,5076.2,0
38,8.0,2.0,6.0,0,1,0,0,5,1,6,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,7.0,1.0,3.0,0,0,0,0,5,2,3,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
61,5.0,1.0,0.0,0,1,0,1,11,3,1,-1,0,0,-3.4,92.649,-30.1,0.716,5017.5,1
30,9.0,1.0,5.0,0,0,0,1,5,1,1,-1,0,0,-1.8,92.893,-46.2,1.354,5099.1,0
32,1.0,1.0,1.0,0,1,0,1,11,2,3,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
28,1.0,2.0,2.0,0,1,0,1,4,4,1,-1,0,0,-1.8,93.075,-47.1,1.41,5099.1,0
26,6.0,2.0,6.0,0,0,0,1,5,3,1,3,1,1,-1.8,92.893,-46.2,1.27,5099.1,0
29,1.0,1.0,2.0,0,1,0,1,5,5,1,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
44,9.0,1.0,5.0,0,1,0,1,8,4,7,-1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
44,9.0,1.0,5.0,0,0,0,0,5,5,1,-1,0,0,1.1,93.994,-36.4,4.864,5191.0,0
48,6.0,1.0,6.0,0,0,0,0,5,2,8,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
41,1.0,1.0,2.0,0,1,0,1,5,4,1,-1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
